"X"	"A"	"D_lact_liv"	"D_imm_liv"	"F_risk"	"O_factor"	"clin_frac"	"log.density"
"10188"	10188	0.316193152634046	9.43775382433566	53.5522155751994	0.495882308583332	0.0256825734882589	0.50724840810072	-33.3676156826326
"10191"	10191	0.330180297731944	9.10966701105435	89.9148186235549	0.381581123374006	0.50557986513437	0.26872884834261	-34.007080948338
"10194"	10194	0.291528858781781	4.92930359545031	65.3629589706201	0.383301635058732	0.54340357076658	0.228284663092731	-33.8336008525565
"10197"	10197	0.393836881986803	11.2208205433272	42.4959985175786	0.226201225235614	0.827596620302028	0.29505931256266	-32.9413925316229
"10200"	10200	0.354976138751515	11.5772783834919	63.3150674464759	0.288828554437645	0.686112639505775	0.343012607638616	-33.7292181403618
"10203"	10203	0.394929902026321	11.1353269522258	111.349100213831	0.0830293255265003	0.68278857750809	0.55911721628425	-35.7708401004892
"10206"	10206	0.415559526976632	11.7978831343013	70.5190805368799	0.14891162492029	0.158835093031675	0.490238486107982	-34.1326239390323
"10209"	10209	0.366958287301855	11.8188400017682	75.5460473552441	0.166283976185691	0.265714183445724	0.272107001628094	-33.3506191030282
"10212"	10212	0.344494565598519	9.75200870451854	51.6737735818278	0.149063917297401	0.352208601255668	0.318236849315768	-32.2700287192761
"10215"	10215	0.348553363161135	8.92573637082064	60.1784678819805	0.320934115767408	0.369696096683393	0.102816645953447	-32.3035722952369
"10218"	10218	0.338242784048825	9.48827957447364	44.6768908102246	0.116191183658354	0.665923426277785	0.29380626462109	-32.3507195048157
"10221"	10221	0.345986378592255	9.2780048769663	50.3984552868648	0.219639670946999	0.492757513599509	0.273824291127864	-31.7043500177431
"10224"	10224	0.34175190618879	10.6669387738022	49.9621958194024	0.287961223618816	0.797107160801727	0.136019133244217	-31.6315200945625
"10227"	10227	0.34175190618879	10.6669387738022	49.9621958194024	0.287961223618816	0.797107160801727	0.136019133244217	-31.6315200945625
"10230"	10230	0.354350792741236	10.0500756849172	59.1269483854657	0.260672325532043	0.730689789026079	0.137858476783431	-31.9165617541575
"10233"	10233	0.328530512427192	10.2087825461109	45.4823182631987	0.331524244437249	0.555584472174121	0.167651383727576	-31.4557051061002
"10236"	10236	0.328530512427192	10.2087825461109	45.4823182631987	0.331524244437249	0.555584472174121	0.167651383727576	-31.4557051061002
"10239"	10239	0.357019807890983	11.2244015783325	44.7819436877878	0.245624834136149	0.876914823736549	0.0990190942035483	-31.760496548648
"10242"	10242	0.342712194694736	9.35595473166588	36.7860140231739	0.176337455928445	0.952217382396799	0.132118846923081	-31.4837177226123
"10245"	10245	0.329958906378106	9.96986986868875	46.3541558148316	0.181848769505939	0.978267178873599	0.151687348677302	-31.9737734138071
"10248"	10248	0.329958906378106	9.96986986868875	46.3541558148316	0.181848769505939	0.978267178873599	0.151687348677302	-31.9737734138071
"10251"	10251	0.343233105218132	9.49660732982806	36.8779390165128	0.241678979286522	0.394406782999679	0.480746476427909	-32.609796041121
"10254"	10254	0.343233105218132	9.49660732982806	36.8779390165128	0.241678979286522	0.394406782999679	0.480746476427909	-32.609796041121
"10257"	10257	0.343233105218132	9.49660732982806	36.8779390165128	0.241678979286522	0.394406782999679	0.480746476427909	-32.609796041121
"10260"	10260	0.298010923320242	8.92705887491088	42.1804474272326	0.383663994246735	0.178742056937179	0.183646407270322	-31.8710283468255
"10263"	10263	0.298010923320242	8.92705887491088	42.1804474272326	0.383663994246735	0.178742056937179	0.183646407270322	-31.8710283468255
"10266"	10266	0.358341223095927	10.66587213658	44.4740813317515	0.275270903053296	0.474744301138235	0.129950589609339	-31.3076802527981
"10269"	10269	0.358341223095927	10.66587213658	44.4740813317515	0.275270903053296	0.474744301138235	0.129950589609339	-31.3076802527981
"10272"	10272	0.335909319131879	8.6856541388117	41.8958490748029	0.271191728267826	0.200866909332036	0.083196134494272	-32.7438599063271
"10275"	10275	0.327060475947918	10.957741640593	50.9634266408921	0.305760899445179	0.19954987760453	0.240408570172925	-31.8460417510058
"10278"	10278	0.373572153878158	11.3332679663721	37.5577211097627	0.246317228589231	0.296117824678205	0.239511591344925	-31.0080072460408
"10281"	10281	0.373572153878158	11.3332679663721	37.5577211097627	0.246317228589231	0.296117824678205	0.239511591344925	-31.0080072460408
"10284"	10284	0.373572153878158	11.3332679663721	37.5577211097627	0.246317228589231	0.296117824678205	0.239511591344925	-31.0080072460408
"10287"	10287	0.330557205182853	10.377822884115	42.7402459960482	0.274164944808333	0.297142807428748	0.307224075872944	-31.3372376893841
"10290"	10290	0.309089981413143	9.3075211650517	41.529844267797	0.409060358185552	0.216930412462149	0.109196027716769	-32.1047045415989
"10293"	10293	0.308505738484723	6.16546027801586	39.1845450636052	0.412247041549425	0.0279678932049864	0.214942631593919	-31.2553529020068
"10296"	10296	0.308505738484723	6.16546027801586	39.1845450636052	0.412247041549425	0.0279678932049864	0.214942631593919	-31.2553529020068
"10299"	10299	0.308505738484723	6.16546027801586	39.1845450636052	0.412247041549425	0.0279678932049864	0.214942631593919	-31.2553529020068
"10302"	10302	0.31605316030505	6.5667515356021	47.9903652579794	0.300344955197008	0.184750874109294	0.380255621877123	-31.7886449002221
"10305"	10305	0.320775470787003	6.00475057859026	38.0608130004997	0.414935998962349	0.13185814683908	0.138330295637869	-31.685542275102
"10308"	10308	0.320775470787003	6.00475057859026	38.0608130004997	0.414935998962349	0.13185814683908	0.138330295637869	-31.685542275102
"10311"	10311	0.320775470787003	6.00475057859026	38.0608130004997	0.414935998962349	0.13185814683908	0.138330295637869	-31.685542275102
"10314"	10314	0.361478636099659	9.82735750742367	82.3629323430254	0.384398321830502	0.0574894031895954	0.185296396610064	-32.8732129313519
"10317"	10317	0.392412933744987	10.5707720731972	64.0680596276601	0.580543227264886	0.31573162407342	0.0758454588241398	-34.3847960539745
"10320"	10320	0.35944419933782	11.0120711289607	46.4852016447648	0.377563306896557	0.456585756576902	0.267023886184182	-32.0635561835329
"10323"	10323	0.342006652693655	9.75827772742374	42.1269118407704	0.19581475668433	0.14258216108234	0.889423984040039	-33.5341607258996
"10326"	10326	0.342006652693655	9.75827772742374	42.1269118407704	0.19581475668433	0.14258216108234	0.889423984040039	-33.5341607258996
"10329"	10329	0.342006652693655	9.75827772742374	42.1269118407704	0.19581475668433	0.14258216108234	0.889423984040039	-33.5341607258996
"10332"	10332	0.357772961506327	10.1696291329629	44.4773463391274	0.228789321653686	0.143450700342049	0.8218483231964	-33.5662316348075
"10335"	10335	0.357772961506327	10.1696291329629	44.4773463391274	0.228789321653686	0.143450700342049	0.8218483231964	-33.5662316348075
"10338"	10338	0.386623007306654	11.273840178951	51.5746446831074	0.0801479439070925	0.139943748223221	0.862667873611313	-34.0225847855493
"10341"	10341	0.335816236711921	9.10019004367242	43.330036880088	0.190022473787458	0.0857827034518387	0.677938113800298	-32.0895166079651
"10344"	10344	0.354745112965405	9.67373604489058	46.1576559736382	0.134583221278314	0.986312592474362	0.36717761295263	-32.9673944585499
"10347"	10347	0.317869045615999	7.73805844949097	42.0851542038715	0.11612720669409	0.580347774552662	0.449993928432245	-32.432916973996
"10350"	10350	0.394995837243322	11.9346734139409	56.8875310473527	0.212236584285185	0.747275740989433	0.227662272963651	-32.3890794927182
"10353"	10353	0.340982608508638	8.9945820413809	39.2530237663968	0.295421307525494	0.464244721148461	0.137484157780379	-30.897551852522
"10356"	10356	0.340982608508638	8.9945820413809	39.2530237663968	0.295421307525494	0.464244721148461	0.137484157780379	-30.897551852522
"10359"	10359	0.340982608508638	8.9945820413809	39.2530237663968	0.295421307525494	0.464244721148461	0.137484157780379	-30.897551852522
"10362"	10362	0.340982608508638	8.9945820413809	39.2530237663968	0.295421307525494	0.464244721148461	0.137484157780379	-30.897551852522
"10365"	10365	0.340982608508638	8.9945820413809	39.2530237663968	0.295421307525494	0.464244721148461	0.137484157780379	-30.897551852522
"10368"	10368	0.340982608508638	8.9945820413809	39.2530237663968	0.295421307525494	0.464244721148461	0.137484157780379	-30.897551852522
"10371"	10371	0.340982608508638	8.9945820413809	39.2530237663968	0.295421307525494	0.464244721148461	0.137484157780379	-30.897551852522
"10374"	10374	0.38243162343889	8.94548526925671	57.1256750340075	0.269782895408714	0.355294331434644	0.126511058853115	-33.0681068192005
"10377"	10377	0.393189925298879	10.0340563810758	53.1270895781451	0.203101176071871	0.521351237579898	0.254901955148173	-32.7582996999588
"10380"	10380	0.393189925298879	10.0340563810758	53.1270895781451	0.203101176071871	0.521351237579898	0.254901955148173	-32.7582996999588
"10383"	10383	0.355664495734587	11.4177167509314	48.6801333184703	0.323512767802924	0.758768834102673	0.105212622550872	-31.6571195967423
"10386"	10386	0.355664495734587	11.4177167509314	48.6801333184703	0.323512767802924	0.758768834102673	0.105212622550872	-31.6571195967423
"10389"	10389	0.355664495734587	11.4177167509314	48.6801333184703	0.323512767802924	0.758768834102673	0.105212622550872	-31.6571195967423
"10392"	10392	0.325465206357611	7.37565447698336	51.1892033535138	0.391777855783767	0.835373589600269	0.182478408575612	-33.3481914876198
"10395"	10395	0.325465206357611	7.37565447698336	51.1892033535138	0.391777855783767	0.835373589600269	0.182478408575612	-33.3481914876198
"10398"	10398	0.406120319310773	11.0636444421633	44.8535588175964	0.349411475860281	0.981943050967247	0.172968161832003	-33.5453353152324
"10401"	10401	0.406120319310773	11.0636444421633	44.8535588175964	0.349411475860281	0.981943050967247	0.172968161832003	-33.5453353152324
"10404"	10404	0.380496027154497	9.78651822543773	37.423390207273	0.355676120450654	0.748940661995232	0.0932465393698077	-32.0917489941415
"10407"	10407	0.385012862651091	10.6696723805485	40.7283091550756	0.37010813177203	0.846887327441048	0.172632779523189	-32.7284768826825
"10410"	10410	0.362232458016017	8.98147391751522	57.7919795457971	0.200151418311067	0.395032904423907	0.367659952784382	-32.6601194329721
"10413"	10413	0.28000165834653	5.79773238564258	37.9178909031433	0.275091062646649	0.375320298581669	0.188300640859567	-30.9680316125723
"10416"	10416	0.275221863073418	5.11648298867601	43.6626179416688	0.21459861560936	0.752000663475036	0.195968188368245	-31.7628046163273
"10419"	10419	0.275221863073418	5.11648298867601	43.6626179416688	0.21459861560936	0.752000663475036	0.195968188368245	-31.7628046163273
"10422"	10422	0.275221863073418	5.11648298867601	43.6626179416688	0.21459861560936	0.752000663475036	0.195968188368245	-31.7628046163273
"10425"	10425	0.275221863073418	5.11648298867601	43.6626179416688	0.21459861560936	0.752000663475036	0.195968188368245	-31.7628046163273
"10428"	10428	0.275221863073418	5.11648298867601	43.6626179416688	0.21459861560936	0.752000663475036	0.195968188368245	-31.7628046163273
"10431"	10431	0.275221863073418	5.11648298867601	43.6626179416688	0.21459861560936	0.752000663475036	0.195968188368245	-31.7628046163273
"10434"	10434	0.292851929769033	5.25161962611716	55.6090442173393	0.559013371909469	0.053201105399123	0.156009054826991	-33.5499148010713
"10437"	10437	0.265881173641965	3.22578705717272	55.1402124737416	0.399053036091878	0.0454451756366538	0.236511330282719	-32.5249151156293
"10440"	10440	0.289955192701843	5.42719186546948	63.5257119763173	0.387808016840986	0.137571048963139	0.327584198756437	-32.6542628733952
"10443"	10443	0.262091833345795	4.61408753774262	41.3106269918453	0.0896325888911317	0.159376797130397	0.44543078430982	-33.4956479085206
"10446"	10446	0.314092991011175	9.15327541759695	52.0342565841095	0.312134740672188	0.0426337567550586	0.162042693709926	-32.5407148282434
"10449"	10449	0.314092991011175	9.15327541759695	52.0342565841095	0.312134740672188	0.0426337567550586	0.162042693709926	-32.5407148282434
"10452"	10452	0.34935762590767	11.6632864388281	47.2055158166184	0.28265677346913	0.183220851542499	0.254567860640443	-31.2788885155611
"10455"	10455	0.355890192589626	11.0251528948138	43.3652744103258	0.321184556134154	0.124093792426506	0.361954325634749	-31.0476435824501
"10458"	10458	0.355890192589626	11.0251528948138	43.3652744103258	0.321184556134154	0.124093792426506	0.361954325634749	-31.0476435824501
"10461"	10461	0.4201655204921	8.77063773699714	46.4105256942831	0.335921800552962	0.698681947738066	0.124632433219652	-34.1558577763746
"10464"	10464	0.356180146975417	8.73034626322264	42.657293258775	0.151092096609762	0.733059538366643	0.229045532320442	-32.1130786703208
"10467"	10467	0.326583723604297	8.25880310701136	64.4148586637233	0.19500863229048	0.571135308396897	0.311399108899034	-32.6091117027316
"10470"	10470	0.346600848185578	9.15116877391877	82.6650679262837	0.202856652722449	0.72867370360304	0.193267260365593	-32.9652675675939
"10473"	10473	0.395765029031399	9.31282782737581	85.8408514794939	0.331772773127915	0.858081556597137	0.0871368447248989	-34.6340794397935
"10476"	10476	0.395765029031399	9.31282782737581	85.8408514794939	0.331772773127915	0.858081556597137	0.0871368447248989	-34.6340794397935
"10479"	10479	0.424827097883647	11.8610094466908	91.5745021593186	0.394209618273353	0.755999144297409	0.14337000266414	-34.4497320427351
"10482"	10482	0.361685253217311	7.8978667399488	41.4789709515812	0.378181607231933	0.316338146938574	0.347787632315346	-33.5418417729369
"10485"	10485	0.273033769361553	5.41707444799776	49.9089018305364	0.307093300535828	0.705472208711605	0.0861069186165075	-32.4786351928366
"10488"	10488	0.280317414284596	5.50422979309427	41.253936769465	0.358295311297456	0.870056815934208	0.1356467717495	-32.4880174325813
"10491"	10491	0.280317414284596	5.50422979309427	41.253936769465	0.358295311297456	0.870056815934208	0.1356467717495	-32.4880174325813
"10494"	10494	0.295522697541964	3.7003234132796	43.1341245268347	0.216493219594653	0.743541287395263	0.276627344947439	-33.1255402055826
"10497"	10497	0.295522697541964	3.7003234132796	43.1341245268347	0.216493219594653	0.743541287395263	0.276627344947439	-33.1255402055826
"10500"	10500	0.282268053702858	2.29679555251707	45.7599596045942	0.213863326295835	0.730663974680234	0.11350541590042	-32.6085010634086
"10503"	10503	0.282268053702858	2.29679555251707	45.7599596045942	0.213863326295835	0.730663974680234	0.11350541590042	-32.6085010634086
"10506"	10506	0.282268053702858	2.29679555251707	45.7599596045942	0.213863326295835	0.730663974680234	0.11350541590042	-32.6085010634086
"10509"	10509	0.276276776326959	3.29564571087215	51.2541306493764	0.0787579532149737	0.373641551091028	0.435819366860995	-33.8145174986313
"10512"	10512	0.338514275910519	8.38371920949257	66.8056225402592	0.110479589563978	0.68569327936225	0.431684392875575	-33.6347315254373
"10515"	10515	0.305500093707288	5.45619278185652	71.5998663813941	0.0874500482263616	0.358407242674598	0.513494065071715	-34.3201947751879
"10518"	10518	0.348784424132434	7.40505245220765	59.5233762236064	0.115117905434395	0.405796048616986	0.37665234373403	-33.705845277961
"10521"	10521	0.375249230490407	8.13175705903581	97.555643969497	0.323480004525455	0.236173874412759	0.174152816869829	-34.1981221631078
"10524"	10524	0.317279108846039	5.550272076028	70.7679919402111	0.390232892402181	0.523884296687346	0.173933018576275	-33.5034318562483
"10527"	10527	0.317279108846039	5.550272076028	70.7679919402111	0.390232892402181	0.523884296687346	0.173933018576275	-33.5034318562483
"10530"	10530	0.266767659043531	5.1534701493204	79.2823567564617	0.277958967351423	0.319808012064367	0.313997923773228	-33.9104057746442
"10533"	10533	0.286137608245275	4.82780389509081	76.3299730807283	0.458627433652643	0.0943422216177985	0.354321368717436	-33.9313163537533
"10536"	10536	0.329424129598033	7.34114335342079	72.0164863314591	0.539394094568451	0.169925899266024	0.207298385850126	-33.3951638765985
"10539"	10539	0.348733652875876	11.616186038872	36.6605034211813	0.544834398210175	0.313766869409102	0.356186159830886	-34.5177359326914
"10542"	10542	0.281677604718666	6.8244964016882	49.2791623182532	0.499141173977547	0.0912878408975771	0.14670419412928	-32.9778323764915
"10545"	10545	0.285608573935959	6.56461615454481	75.7077003991659	0.287249796669931	0.420803603701038	0.457635879838936	-35.4805233439356
"10548"	10548	0.277218530834171	4.91934846178377	78.2992852187321	0.276405561992129	0.774598327879752	0.416570544928742	-37.4947818169381
"10551"	10551	0.330891254708815	9.71381145087659	80.5438173394355	0.619255421067947	0.881108129105056	0.0798548985313816	-36.563491712296
"10554"	10554	0.336386810306556	9.52492277014824	91.5060494525249	0.739461938734654	0.337061000818207	0.0742830253824177	-36.749322759539
"10557"	10557	0.318811468467962	7.10443223935504	93.4786664637203	0.691825084255265	0.0852024822720574	0.149846956329839	-35.8402902170003
"10560"	10560	0.347722869685549	8.17494911622286	69.1079513757796	0.568373687438383	0.470160963019776	0.11288076873138	-34.1854765966794
"10563"	10563	0.276534578066385	5.7656661779645	36.9170319085361	0.355634942788475	0.408855784744981	0.20839056007904	-31.583528427884
"10566"	10566	0.327143347076626	7.87161784986273	43.7121072993979	0.219984034500537	0.225961218267297	0.417191409321983	-31.5772188349278
"10569"	10569	0.331497836042981	9.44835902003204	75.005582676588	0.159403446859624	0.0906093365656011	0.507290227408341	-33.3831055457728
"10572"	10572	0.299425538552005	8.77488053227402	66.8670738215316	0.271266489544026	0.00480936469154584	0.642019309225545	-33.7216665502156
"10575"	10575	0.299425538552005	8.77488053227402	66.8670738215316	0.271266489544026	0.00480936469154584	0.642019309225545	-33.7216665502156
"10578"	10578	0.299425538552005	8.77488053227402	66.8670738215316	0.271266489544026	0.00480936469154584	0.642019309225545	-33.7216665502156
"10581"	10581	0.293976644293097	6.5445471323896	60.7248457375994	0.242804358310713	0.0641279631368327	0.781538961428689	-33.8164324040142
"10584"	10584	0.295449782331607	6.75239074538083	73.8874206271935	0.155864268475846	0.257879332615572	0.642162344111928	-34.1521159447075
"10587"	10587	0.313688443388585	7.32679474626337	89.5119335273079	0.085713199129278	0.378835599405446	0.5230551324254	-34.7757440609329
"10590"	10590	0.36245551870826	8.2340931486677	60.2876508288409	0.103093477123383	0.500331410828728	0.359744265654229	-33.984852739085
"10593"	10593	0.303513534739121	6.88960212045388	62.6084111375311	0.221623573732834	0.234728325869701	0.513167736187665	-33.1119334068725
"10596"	10596	0.302027945723062	10.3395112803489	37.6515342092002	0.193436444556832	0.451534239858102	0.525797928575867	-34.3529928425599
"10599"	10599	0.288425375708233	6.16697283725238	45.6553741947514	0.168216921563858	0.295443632341119	0.341412262668092	-31.8979297582355
"10602"	10602	0.288425375708233	6.16697283725238	45.6553741947514	0.168216921563858	0.295443632341119	0.341412262668092	-31.8979297582355
"10605"	10605	0.340873691445408	7.84723591756863	38.9674649141428	0.116869644884505	0.400993966051015	0.286890533362384	-32.5251465896008
"10608"	10608	0.330642485708016	8.24955416589872	39.5391053701179	0.311988731233421	0.0526571961807722	0.257537771170607	-30.8382727763051
"10611"	10611	0.369761255194901	11.9410063510827	39.9443148626495	0.375032158611136	0.0724298248033713	0.257676097010977	-30.8919913322632
"10614"	10614	0.369761255194901	11.9410063510827	39.9443148626495	0.375032158611136	0.0724298248033713	0.257676097010977	-30.8919913322632
"10617"	10617	0.375202511409133	10.7767941475805	58.8754932694565	0.245187888777828	0.296242688763238	0.209164839324485	-32.007571775318
"10620"	10620	0.320575665275284	6.82716628872637	65.976577066812	0.138960114740156	0.610984448950076	0.19017354412798	-33.2710439534933
"10623"	10623	0.354967101987674	6.87380587012705	73.1507734609797	0.396515498714895	0.0310223953818616	0.346840954946774	-33.5591895055948
"10626"	10626	0.426614638587986	10.8008427403376	72.0657318980851	0.307243896908917	0.137622388247976	0.182296809786234	-34.1714396280423
"10629"	10629	0.387500346910462	8.52228049240908	47.4211410485862	0.314126055149671	0.0423615077432246	0.236234554826767	-32.779748705055
"10632"	10632	0.349309241639134	9.63530121333962	56.1077210268776	0.315940598900616	0.035997345850705	0.377360289895097	-31.5326636601968
"10635"	10635	0.349309241639134	9.63530121333962	56.1077210268776	0.315940598900616	0.035997345850705	0.377360289895097	-31.5326636601968
